topic_id,macro_topic,macro_topic_name,source,subgroup,final_merge_group_id,micro_topic_id,display_label,topic_name_original,topic_label_refined,overall_summary,phase_1_years,phase_2_years,phase_3_years,phase_4_years,phase_1_summary,phase_2_summary,phase_3_summary,phase_4_summary,evolution_pattern,evidence_note,paper_status,selection_bucket,noncorporate_inclusion_reason,best_matched_corporate_group_id,best_dyad,topic_size,group_size,active_year_count,active_year_min,active_year_max,overall_keywords
academic_T4::academic_T4_PG09,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_PG09,18,CDM Mechanism Evolution and Critique,18_cdm_cdms_ghgs_ghg,CDM Mechanism Evolution and Critique,The micro-topic tracks the evolution of the Clean Development Mechanism (CDM) from its initial structural debates under Kyoto to a critical assessment of its role in modern climate finance and sustainable development.,2001-2004,2006-2013,2014-2018,2019-2025,"Initial focus on defining the CDM's structure, rules, and early challenges within the context of international climate agreements like Kyoto.","Intense focus on the operational implementation, technical criteria, and inherent tensions of the CDM regarding sustainable development and emission reduction across various project types.","Shift towards critiquing the market mechanisms, financial aspects (CERs, investment), and comparing CDM against other emerging credit trading frameworks.","Broadening scope to assess the CDM's legacy within the wider context of climate finance, international policy frameworks (UNFCCC), and its impact on global decarbonization efforts.",,,aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,176,2,24,2001,2025,"[""cdm"", ""cdms"", ""ghgs"", ""ghg"", ""usgbc"", ""kyoto"", ""ldcs"", ""mitigation"", ""emission"", ""cer""]"
academic_T4::academic_T4_S039,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S039,22,Crisis Governance Evolution,39_governance_g20_pandemic_outbreak,Crisis Governance Evolution,"The micro-topic tracks the evolution of governance discourse surrounding global crises, moving from specific policy interfaces to broad critiques of global structures, then focusing on adaptive mechanisms, and finally on integrated, multi-faceted systemic risks.",2018,2020,2021-2023,2024-2025,"Initial focus on policy coherence, specifically at the interface of tourism and climate change policy.",Sharp pivot to critiquing global governance mechanisms and fragmentation exposed by the initial pandemic outbreak.,"Deep dive into the structural causes and responses, examining neoliberal influences, sustainability frameworks (SDGs), and the need for policy learning in ongoing crises.","Shift towards complex, integrated systemic risks (ecodemics, syndemics) and the necessity of robust, interdisciplinary governance structures in the post-crisis landscape.",Linear progression from specific policy interfaces to systemic risk management.,The progression shows a clear broadening of scope from narrow policy domains to macro-level systemic and geopolitical challenges.,aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,90,1,7,2018,2025,"[""governance"", ""g20"", ""pandemic"", ""outbreak"", ""pandemics"", ""neoliberalisation"", ""cov"", ""policymaking"", ""sdgs"", ""crisis""]"
academic_T4::academic_T4_S056,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S056,30,Critical Minerals in Energy Transition,56_minerals_mineral_mining_metals,Critical Minerals in Energy Transition,"The micro-topic tracks the evolving discourse on the critical role of minerals and metals in enabling the global energy transition, shifting from early focus on specific elements to broad geopolitical and sustainability assessments.",2012-2014,2017-2019,2020-2022,2023-2025,Early focus on specific elements like REEs and their demand projections for emerging technologies like wind and EVs.,"Shift towards governance, sustainability frameworks, and modeling the interplay between mineral supply and climate/development goals (e.g., SDGs, Paris Agreement).","Deepening the nexus between mineral criticality, supply chain risks, and global sustainability frameworks (SDGs, decarbonization pathways).","Broadening the scope to encompass geopolitical competition, supply chain resilience, and quantitative demand projections across various energy vectors (renewables, EVs).",,,aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,52,1,10,2012,2025,"[""minerals"", ""mineral"", ""mining"", ""metals"", ""graphite"", ""commodities"", ""materials"", ""criticality"", ""tellurium"", ""ore""]"
academic_T4::academic_T4_S038,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S038,21,Duopoly and Oligopoly Equilibrium Dynamics,38_duopoly_antitrust_competitor_equilibria,Duopoly and Oligopoly Equilibrium Dynamics,"The micro-topic traces the evolution of theoretical modeling concerning market structures, primarily focusing on duopolies and oligopolies, and the conditions under which competitive equilibria, collusion, and antitrust concerns emerge or are sustained across various market contexts.",2000-2003,2004-2008,2009-2014,2015-2025,"Early focus on foundational concepts, examining market structures (monopoly/oligopoly) and the role of collusion and competition dynamics in specific industries.","Intense focus on modeling strategic interactions within duopolies, specifically contrasting fixed vs. haggling pricing, and analyzing the sustainability of collusive equilibria under varying conditions like demand fluctuations and externalities.","Shift towards mechanisms of market power and competition in imperfect markets, including the role of hidden surcharges, cartel behavior, and the existence of equilibria in oligopolistic settings.","Later phases broaden the scope to include specific regulatory contexts (telecoms, roaming), platform ecosystems, and the impact of externalities (like information spillovers or CDN issues) on competitive outcomes in duopolistic or oligopolistic settings.",,,aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG02,academic__corporate,94,1,26,2000,2025,"[""duopoly"", ""antitrust"", ""competitor"", ""equilibria"", ""competition"", ""monopolistic"", ""haggling"", ""monopoly"", ""demand"", ""asymmetric""]"
academic_T4::academic_T4_PG02,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_PG02,2,"Econometric Linkages of Emissions, GDP, and Economic Structure",2_cointegration_econometric_emissions_gdp,"Econometric Linkages of Emissions, GDP, and Economic Structure","The micro-topic tracks the evolution of econometric studies linking economic variables (GDP, industrial structure, urbanization) to carbon emissions across various global contexts, with a strong later focus on Chinese policy implementation.",2003-2007,2009-2014,2015-2019,2020-2025,"Early phase characterized by broad comparisons of emission disparities between developed and developing economies, touching on institutional factors and initial theoretical models.","Focus shifts towards empirical examinations of the relationship between GDP and CO2 emissions, often framed within the context of the Environmental Kuznets Curve and technology transfer.","Advanced econometric modeling becomes prominent, utilizing cointegration and ARDL techniques to dissect causal relationships between economic indicators (like urbanization and FDI) and emissions across different geographical scopes.","The topic matures into policy evaluation, heavily featuring Chinese contexts—specifically low-carbon city pilots, carbon trading policies, and the impact of modern economic drivers like digitalization and green finance on emissions.",,,aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,1203,5,21,2003,2025,"[""cointegration"", ""econometric"", ""emissions"", ""gdp"", ""brics"", ""economies"", ""autoregressive"", ""pollution"", ""co2"", ""regression""]"
academic_T4::academic_T4_PG01,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_PG01,0,Evolution of CSR/ESG Disclosure and Stakeholder Reporting,0_disclosures_stakeholders_esg_csr,Evolution of CSR/ESG Disclosure and Stakeholder Reporting,"The micro-topic tracks the evolution of corporate disclosures concerning sustainability, moving from early conceptualizations of accountability and verification to a highly formalized focus on global standards (like ISSB/IFRS) and the empirical impact of ESG disclosures on financial outcomes and stakeholder trust.",2000-2003,2004-2010,2011-2018,2019-2025,"Initial conceptualization phase, focusing on the emerging need for sustainability verification, corporate accountability, and the theoretical integration of social/environmental aspects into reporting frameworks (TBL, CSR).","Framework adoption and contextualization phase, where the focus narrows onto specific reporting instruments (CSR/GRI), the role of assurance, and the influence of national/regional contexts on disclosure quality.","Maturation and verification phase, characterized by a strong push for mandatory standardization, intense scrutiny of disclosure quality (fighting greenwashing), and the technical development of assurance mechanisms for sustainability reports.","Standardization and impact assessment phase, dominated by the empirical testing of disclosure effects on firm value and the intense focus on global standard-setting bodies (ISSB/IFRS S1/S2) and investor responses.",Conceptualization -> Framework Adoption -> Verification/Standardization -> Global Standardization/Impact Testing,"The progression shows a clear shift from theoretical concerns (2000s) to practical implementation and quality control (2010s), culminating in a focus on global regulatory convergence (2020s).",aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,6526,2,26,2000,2025,"[""disclosures"", ""stakeholders"", ""esg"", ""csr"", ""shareholders"", ""disclosure"", ""stakeholder"", ""transparency"", ""shareholder"", ""disclosed""]"
academic_T4::academic_T4_S015,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S015,11,Evolution of Carbon Pricing Mechanisms,15_emissions_environmentally_subsidies_taxation,Evolution of Carbon Pricing Mechanisms,"The micro-topic tracks the evolution of theoretical and applied debates on using market-based instruments, primarily carbon taxes and subsidies, to manage environmental externalities and achieve sustainable development goals across various economic contexts.",2000-2003,2004-2009,2010-2018,2019-2025,"Early theoretical framing of environmental policy, focusing on economic optimality, decentralized decision-making, and the interaction of policy with competitiveness and interest groups.","Intense theoretical modeling of policy mechanisms, including externalities, abatement, and the comparative effectiveness of taxes versus subsidies within economic models.","Shift towards applying these mechanisms in international and regional contexts, focusing on game theory, market volatility, and the design of specific instruments like ETS and progressive taxation.","Systematic evaluation and prescriptive application of carbon taxation and subsidy removal across diverse national contexts, emphasizing decarbonization pathways and welfare implications.",Theoretical Framing -> Mechanism Comparison -> Contextual Application -> Policy Prescription,The evolution shows a clear progression from abstract economic theory (2000-2003) to detailed policy design and implementation critiques across global contexts (2019-2025).,aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,267,1,26,2000,2025,"[""emissions"", ""environmentally"", ""subsidies"", ""taxation"", ""eia"", ""vat"", ""carbon"", ""pollution"", ""abatement"", ""taxing""]"
academic_T4::academic_T4_S044,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S044,27,Evolution of Climate Risk Integration in Investment Models,44_diversification_capm_investors_decarbonization,Evolution of Climate Risk Integration in Investment Models,"The micro-topic traces the evolution of integrating climate and sustainability factors into financial models, moving from early empirical risk assessments of indices to advanced quantitative modeling of decarbonization pathways, risk hedging, and portfolio diversification.",2007-2010,2013-2018,2019-2022,2023-2025,"Initial phase focused on empirical evaluation of risk inherent in sustainability indices and modeling share price trajectories using macroeconomic indicators like CPI, with early attention to market dynamics like herding.","The focus shifted toward institutional investor challenges and the direct impact of climate change narratives (e.g., fossil fuels, CSR) on investment stability and the need for financial mechanisms to drive sustainable contributions.","This phase saw a strong move into prescriptive modeling, examining investor behavior regarding decarbonization trends, integrating climate risk into portfolio selection, and modeling the welfare consequences of climate mandates.","The most advanced phase, characterized by the application of sophisticated quantitative frameworks (like GARCH models) to manage the interplay between decarbonization efforts, volatility, and portfolio diversification across different markets.",Empirical Risk Assessment -> Investor/Policy Challenges -> Prescriptive Modeling & Behavior -> Advanced Quantitative Frameworks,"The progression shows a clear methodological maturation: from simple index analysis (2007) to behavioral/policy critique (2019-2021), culminating in complex risk modeling (2023-2025).",aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG02,academic__corporate,76,1,14,2007,2025,"[""diversification"", ""capm"", ""investors"", ""decarbonization"", ""volatility"", ""investment"", ""hedging"", ""msci"", ""garch"", ""renewable""]"
academic_T4::academic_T4_S040,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S040,23,Evolution of Emission Prediction Modeling Techniques,40_emissions_predicting_arima_prediction,Evolution of Emission Prediction Modeling Techniques,"The micro-topic demonstrates a clear evolution from early, specific applications of time series models to increasingly complex and broad applications of deep learning and ensemble methods across various emission sources and policy contexts.",2015,2017-2018,2020-2022,2023-2025,"Initial focus on applying time series models like ARIMAX/SARIMAX to short-term air pollution forecasting (PM10, SO2) using meteorological data.","Shift towards comparing different regression models (e.g., Random Forest, Linear Regression) and applying specialized models like ANFIS to predict broader carbon emissions based on economic and energy indicators.","Focus narrows onto specific emission types (methane, CO2) and geographical contexts (G20, Peru), utilizing advanced time series methods like ARIMA and early Neural Networks (ANN) for comparative policy guidance.","Dominance of advanced deep learning architectures (LSTM, GRU, TCN-LSTM) and ensemble methods (Boosting) for high-accuracy, large-scale emission forecasting across sectors like transportation, culminating in broad comparative analyses.",Progression from basic time series modeling -> Specialized model application -> Comparative regional modeling -> Advanced deep learning/ensemble methods.,"The progression shows a clear technical advancement, moving from meteorological inputs (2015) to economic drivers (2018), then to specific emission types (2020-2022), and finally to state-of-the-art sequence models (2023-2025).",aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,90,1,9,2015,2025,"[""emissions"", ""predicting"", ""arima"", ""prediction"", ""boosting"", ""emission"", ""svm"", ""predict"", ""predictive"", ""regression""]"
academic_T4::academic_T4_S013,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S013,9,Evolution of Global Development Goals and Governance,13_sdgs_mdgs_sdg_sdg2,Evolution of Global Development Goals and Governance,"This micro-topic tracks the evolution of global development frameworks, specifically charting the transition from the Millennium Development Goals (MDGs) to the Sustainable Development Goals (SDGs), while consistently analyzing the role of international governance, policy diffusion, and implementation challenges across various geopolitical contexts.",2000-2007,2008-2014,2015-2022,2023-2025,"Early focus on the tension between local livelihoods/governance and international environmental/development treaties, evolving into discussions on policy diffusion and the architecture of multilateralism.","Intense focus on the implementation mechanisms of the MDGs, including civil society inclusion, corporatism, and the initial conceptualization and institutionalization of the broader sustainable development agenda.","The core period dedicated to the SDGs, characterized by rich evidence on the transition from MDGs, critiques of existing paradigms, and deep dives into policy integration, accountability, and the political challenges of the 2030 Agenda.","A shift towards forward-looking assessments, focusing on the persistent challenges of national implementation (governance, corruption, decentralization) and debating necessary frameworks beyond the current 2030 SDG timeline.",Conceptualization -> Implementation Critique -> Paradigm Shift -> Future Trajectory,The topic shows a clear progression from early governance debates (2000s) through the MDG/SDG transition (2010s) to current implementation and post-2030 agenda setting (2020s).,aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,320,1,24,2000,2025,"[""sdgs"", ""mdgs"", ""sdg"", ""sdg2"", ""mdg"", ""2030"", ""governments"", ""governance"", ""ldcs"", ""g20""]"
academic_T4::academic_T4_S014,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S014,10,Evolution of Green Bond Finance Mechanisms,14_issuers_environmentally_renewable_ecb,Evolution of Green Bond Finance Mechanisms,"The micro-topic tracks the evolution of green finance, moving from early theoretical tensions between finance and environment to a highly technical focus on bond mechanisms, standards, and institutional drivers across various geographies.",2010-2014,2016-2018,2019-2022,2023-2025,"Early conceptualization, focusing on the tension between financial mechanisms (securitization, financialization) and environmental goals, followed by initial explorations into governance (MDBs) and credit access for green investment.","Maturation into structural analysis, focusing on capital market development, intermediation, and the initial mobilization of private capital through mechanisms like PPPs for sustainable infrastructure.","Deep dive into financial instruments, specifically green bonds, analyzing their technical aspects, market risks, and the influence of major financial bodies (like the ECB) on the transition.","Focus on market maturity and systemic integration, examining the role of bonds in fostering sustainable economies, addressing ESG alignment, and navigating global market dynamics and standardization challenges.",Conceptualization -> Structuralization -> Instrument Deep Dive -> Market Integration,"The progression shows a clear shift from broad theoretical concerns (2010s) to highly specific, technical analysis of bond structures and institutional roles (2020s).",aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,314,1,14,2010,2025,"[""issuers"", ""environmentally"", ""renewable"", ""ecb"", ""liquidity"", ""economies"", ""bonds"", ""greener"", ""financialization"", ""bond""]"
academic_T4::academic_T4_S026,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S026,16,"Evolution of Microgrid Integration, Renewable Hedging, and Market Design",26_microgrid_renewable_hedging_pv,"Evolution of Microgrid Integration, Renewable Hedging, and Market Design","The micro-topic evolved from early concerns with market restructuring and hedging risks in utilities (2001) through various stages of market design critique (tariffs, subsidies, competition) until it converged strongly on the technical integration of PV and the necessity of advanced hedging strategies in decentralized microgrids.",2001-2009,2010-2018,2019-2023,2024-2025,"Initial focus on market restructuring, utility involvement, and the challenges of dynamic pricing tariffs in response to market volatility.","A period characterized by broad theoretical examinations of market mechanisms, including subsidy schemes, generator competition, and the impact of liberalization on pricing structures.","Increased focus on the technical implementation and regulatory environment of decentralized systems, specifically examining demand response incentives and the integration of renewables into market models.","The topic culminates in a highly specific focus on the financial risks associated with PV integration, utilizing advanced time series forecasting and robust hedging mechanisms within microgrid contexts.",Linear progression from broad market structure critique to specialized technical risk management.,The evolution shows a clear drift from macro-level market design issues (Phase 1/2) towards micro-level technical integration and financial risk mitigation (Phase 4).,aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG02,academic__corporate,136,1,18,2001,2025,"[""microgrid"", ""renewable"", ""hedging"", ""pv"", ""trading"", ""volatility"", ""aggregators"", ""tariff"", ""tariffs"", ""generators""]"
academic_T4::academic_T4_S023,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S023,15,Evolution of Participatory Governance in Digital/Smart Cities,23_governance_govtech_participatory_governments,Evolution of Participatory Governance in Digital/Smart Cities,"The micro-topic traces the evolution of governance concepts from early digital transitions to highly complex, participatory, and sustainable smart city frameworks, emphasizing the interplay between technology, infrastructure, and societal engagement.",2005-2007,2010-2015,2016-2019,2020-2025,"Initial phase focused on the foundational transition from New Public Management (NPM) limitations into Digital-Era Governance (DEG), with early considerations of ICT's role in broader governmental and urban contexts.","This phase explored the theoretical and empirical dimensions of e-governance, focusing on the radical potential of ICTs for democracy, the role of infrastructure quality, and the conceptualization of 'smart public governance' through stakeholder lenses.","The focus shifted towards the critical tension between technological determinism (informatization) and democratic ideals, heavily involving geospatial data, smart city models, and the mechanisms of digital governance.","The final, most intensive phase centered on defining and implementing Smart Sustainable City (SSC) governance. This involved developing prescriptive roadmaps, focusing on collaborative mechanisms, citizen participation, and addressing global implementation challenges across various urban contexts.",Conceptual Foundation -> Theoretical Testing -> Critical Implementation -> Prescriptive Application,"The progression shows a clear movement from broad technological adoption challenges (2005-2007) to highly specialized, prescriptive, and sustainable urban governance models (2020-2025).",aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,162,1,16,2005,2025,"[""governance"", ""govtech"", ""participatory"", ""governments"", ""digital"", ""ict"", ""infrastructure"", ""icts"", ""technologies"", ""edpcs""]"
academic_T4::academic_T4_S007,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S007,5,Evolution of Transboundary Water Governance and Management Paradigms,7_transboundary_hydropower_irrigation_ecosystem,Evolution of Transboundary Water Governance and Management Paradigms,"The micro-topic traces a trajectory from early concerns with sustainability and power imbalances in water access to a mature focus on complex, multi-scalar governance frameworks, heavily emphasizing participatory methods, IWRM adoption, and the critical examination of existing institutional paradigms in transboundary river basins.",2001-2007,2008-2012,2013-2017,2018-2025,"Initial phase characterized by broad concerns over water scarcity, sustainability, and power dynamics, quickly shifting into intense focus on national governance structures, institutionalization, and the role of policy in water services.","A strong pivot towards decentralized and participatory approaches, heavily influenced by Integrated Water Resource Management (IWRM) principles, with a clear focus on multi-level governance and basin-scale implementation.","Consolidation around the transboundary context, where the focus sharpens on the political dimensions (hydropolitics), regime creation, and the practical application of collaborative governance within shared river systems.","The most recent phase is characterized by a critical, theoretical lens, moving beyond mere implementation to scrutinize the limitations of current governance models (IWRM, global frameworks) and advocating for fundamental transformations towards more equitable and ecologically integrated paradigms.",Conceptualization -> Decentralization/IWRM Adoption -> Transboundary Regime Building -> Critical Transformation,"The evolution shows a clear progression from broad sustainability concerns to specific governance mechanisms, culminating in a critical meta-analysis of those mechanisms.",aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,378,1,23,2001,2025,"[""transboundary"", ""hydropower"", ""irrigation"", ""ecosystem"", ""sadc"", ""hydrological"", ""stakeholders"", ""dams"", ""iwrm"", ""ecological""]"
academic_T4::academic_T4_S009,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S009,6,Evolution of Urban Governance and Municipal Action,9_urbanism_municipalism_governments_governance,Evolution of Urban Governance and Municipal Action,"The micro-topic tracks the evolution of governance concepts in urbanism, moving from early focuses on infrastructure financing and elite management to later, more nuanced examinations of multi-level governance, informality, and the tension between local agency and global/national policy frameworks.",2002-2003,2004-2007,2008-2013,2014-2025,"Early focus on policy frameworks, particularly infrastructure financing and the role of national/international policy in economic development.","Shift towards examining the interplay between ecological modernization, environmental demands, and the changing governance structures in post-industrial and globalizing urban contexts.","Intense focus on the practical implementation and deficiencies of local governance structures, particularly at the municipal level, concerning sustainability, climate change, and territorial development.","Maturation into a focus on complex, multi-scalar governance dynamics, including partnerships, informality, mega-city challenges, and the ongoing tension between local agency and overarching policy structures (e.g., neoliberalism, national frameworks).",Linear progression from infrastructure/policy focus -> Ecological/Globalizing context -> Local Implementation/Sustainability Focus -> Multi-scalar Governance/Informality Critique,"The progression shows a clear deepening of focus: from macro policy (2002) to meso-level challenges (2004-2007), then to micro-level implementation (2008-2013), culminating in complex, multi-scalar critiques of governance mechanisms (2014-2025).",aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,359,1,23,2002,2025,"[""urbanism"", ""municipalism"", ""governments"", ""governance"", ""localism"", ""neoliberal"", ""urbanization"", ""iclei"", ""municipalities"", ""municipal""]"
academic_T4::academic_T4_S043,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S043,26,Intergenerational Climate Justice and Legal Mechanisms,43_icj_intergeneracional_intergenerational_generaciones,Intergenerational Climate Justice and Legal Mechanisms,"The micro-topic tracks the evolution of intergenerational climate justice through the lens of international and domestic legal frameworks, moving from early focus on specific vulnerabilities to a mature focus on judicial enforceability and international court mechanisms.",2003-2008,2009-2015,2017-2021,2022-2025,"Early phase characterized by identifying specific climate vulnerabilities (SIDS, atmospheric changes) and critiquing existing legal models (EU sustainable development) regarding intergenerational equity.","Transitional phase focusing on the theoretical and procedural aspects of climate justice, including academic profiles, the need for juridical transformation, and articulating human rights within international climate negotiations (UNFCCC).","Focus shifts strongly towards the mechanisms of rights realization, specifically the constitutionalization of environmental rights and the increasing focus on the enforceability and justiciability of climate litigation and judicial rulings.","Later phase concentrates on the role of specific international and regional human rights bodies (ECHR, ICJ) in demanding emissions reductions and establishing binding duties for current generations towards future generations.",Conceptualization -> Theoretical Framing -> Proceduralization/Enforceability -> Judicialization/Accountability,The progression shows a clear movement from broad thematic concerns (Phase 1) to highly specialized legal mechanisms and court outcomes (Phase 4).,aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,77,1,14,2003,2025,"[""icj"", ""intergeneracional"", ""intergenerational"", ""generaciones"", ""justicia"", ""derechos"", ""echr"", ""climatico"", ""climatica"", ""cambio""]"
academic_T4::academic_T4_PG06,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_PG06,7,Pedagogical Evolution of Participatory Sustainability Education,7_pedagogies_participatory_sdgs_unesco,Pedagogical Evolution of Participatory Sustainability Education,"The micro-topic traces the evolution of participatory educational frameworks across sustainability challenges, moving from early governance concerns to highly integrated, action-oriented pedagogical models focused on SDGs and global competencies.",2000-2003,2004-2008,2009-2017,2018-2025,"Initial focus on foundational issues: governance, interorganizational collaboration, and the epistemological challenges of integrating diverse knowledge systems (transdisciplinarity) into problem-solving.","Shift towards applying governance principles to specific crises (health, environment) and defining necessary competencies for practitioners, linking theory to institutional capacity.","Deep dive into educational theory: scrutinizing pedagogical approaches (pluralism vs. indoctrination), the role of activism, and the mechanisms of knowledge integration across disciplines and scales.","Maturation into a policy-driven, goal-oriented phase, heavily focused on achieving SDGs through transformative, participatory, and interdisciplinary curricula and governance structures.",Foundational Governance -> Competency Definition -> Theoretical Pedagogy -> SDG/Action Integration,"The evolution shows a clear trajectory from process/governance concerns (early years) to a strong focus on educational outcomes and global goals (later years), with UNESCO/SDGs becoming increasingly central.",aligned,included_noncorporate,manual_override_from_excluded_review,corporate_T4_PG01,,1248,8,25,2000,2025,"[""pedagogies"", ""participatory"", ""sdgs"", ""unesco"", ""sdg"", ""sdg4"", ""pedagogy"", ""curricular"", ""interdisciplinary"", ""literacy""]"
academic_T4::academic_T4_S012,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S012,8,Sustainable Supply Chain Coordination and Mechanism Design in Circular Economies,12_remanufacturing_remanufactured_retailer_logistics,Sustainable Supply Chain Coordination and Mechanism Design in Circular Economies,"The micro-topic evolved from early theoretical modeling of procurement equilibria to a highly focused investigation on designing incentive contracts and mechanisms to drive sustainability, particularly within the context of remanufacturing and complex supply chain coordination involving retailers and suppliers.",2005-2013,2015-2019,2020-2023,2024-2025,"Initial phase focused on foundational theoretical modeling, spanning B2B procurement equilibria and early explorations of systemic risks and cooperative models within supply chains.","The focus shifted towards applying mechanisms to manage uncertainty and environmental costs, heavily involving decentralized decision-making, hedging strategies, and the introduction of carbon taxation into supply chain models.","This phase solidified the focus on mechanism design, specifically using contracts (like two-part tariffs) and carbon pricing mechanisms (cap-and-trade) to achieve coordination and emission reduction across supply chain tiers, increasingly involving SMEs.","The most recent phase is characterized by advanced theoretical modeling, integrating remanufacturing, logistics concepts (like 3PL), and complex strategic interactions (game theory) to optimize sustainability outcomes while maintaining profitability across various channel structures.",Theoretical Foundation -> Risk/Cost Management -> Mechanism Design for Sustainability -> Advanced Integration of Circularity and Logistics,"The evolution shows a clear progression from abstract market modeling to highly specific, mechanism-driven applications within sustainable supply chains, with the core theme shifting from logistics/procurement to incentive/coordination design.",aligned,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,322,1,13,2005,2025,"[""remanufacturing"", ""remanufactured"", ""retailer"", ""logistics"", ""coordination"", ""incentive"", ""retailers"", ""demand"", ""supplier"", ""decentralized""]"
academic_T4::academic_T4_S050,T4,"Climate strategy, carbon governance and disclosure",academic,academic_T4,academic_T4_S050,28,GHG Emissions and Decarbonization in Higher Education Campuses,50_ghg_emissions_ghge_ecocampus,GHG Emissions and Decarbonization in Higher Education Campuses,"The micro-topic tracks the evolution of research focusing on quantifying and reducing Greenhouse Gas (GHG) emissions and carbon footprints within university campuses, moving from early case studies to detailed, multi-scoped quantitative assessments and strategic mitigation planning.",2001,2016-2019,2021-2023,2024-2025,"Early focus on specific case studies, such as cogeneration solutions for a single university, framing the issue around initial emission reduction technologies.","A period of comparative and national scoping, comparing footprints across different countries (Texas, Ireland) and focusing on the introduction of key concepts like GHG/GHGE and the need for decarbonization strategies.","Intensification into rigorous, quantitative measurement frameworks. This phase heavily emphasizes applying GHG protocols to calculate Scope 1 and Scope 2 emissions, alongside exploring mechanisms like carbon pricing.","The focus broadens to include granular source attribution (transportation, waste, food systems) and integrating human factors, such as student awareness, into the ongoing decarbonization efforts.",Case Study -> Comparative/National Scoping -> Quantitative Protocol Application -> Granular Source Attribution & Stakeholder Integration,"The evolution shows a clear progression from localized technological fixes to comprehensive, multi-scoped, and human-centric sustainability assessments.",excluded,included_noncorporate,direct_pair_with_corporate_above_threshold,corporate_T4_PG01,academic__corporate,59,1,10,2001,2025,"[""ghg"", ""emissions"", ""ghge"", ""ecocampus"", ""co2e"", ""decarbonisation"", ""emission"", ""footprint"", ""campuses"", ""heis""]"
